VNUM	GOLD_MIN	GOLD_MAX	EXP	RESURRECTION_VNUM	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2036	14700	22050	23019.36	0	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2051	4270	6405	2848.16	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2052	4445	6650	3520.54	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2053	7035	10570	4116.7	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2054	7280	10955	4124.44	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2055	7560	11375	4252.18	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061	8855	9930	15000	0	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2062	6020	8980	15000	0	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2063	10430	10430	19800	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2064	11305	13475	19880	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2065	20145	20145	20140	0	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2071	20440	20440	13200	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2072	20755	20755	13200	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2073	18795	18795	20600	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2074	9250	9250	14600	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2075	9705	9705	14600	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2076	9705	9705	13600	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2091	1030400	1545600	85217.6	0	70105	35	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2092	163800	245700	926640	0	0	40	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2093	819000	1228500	1575288	0	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2094	1810900	2716350	922896	0	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2095	0	0	22100	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40
2101	3220	4830	2448.68	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2102	5880	8855	5533.84	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2103	6160	9275	5829.98	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2104	8890	13335	10952.76	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2105	19530	29295	11695.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2106	9660	14490	11942.84	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2107	21105	31640	12685.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2108	14140	21245	26855.92	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2131	18655	18655	920	0	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2132	19320	19320	1700	0	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2133	24430	24430	1180	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2134	25305	25305	1700	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2135	26145	26145	6000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2151	3220	4830	1714.96	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2152	5880	8855	3871.92	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	6160	9275	4079.66	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2154	8890	13335	7668.7	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	19530	29295	8185.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2156	9660	14490	8358.22	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2157	21105	31640	8879.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2158	14140	21245	18798.26	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2191	28700	43050	95118.4	0	70104	40	256	30	256	0	0	0	0	0	0	0	10	0	0	0
2192	28700	43050	95118.4	0	0	40	256	30	256	0	0	0	0	0	0	0	10	0	0	0
2201	9905	14840	4406.74	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2202	10220	15330	4406.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203	13825	20720	7452.12	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	14455	21700	7558.2	0	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2205	18095	27160	15328.56	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2206	31220	46830	77703.6	0	70105	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2207	2404500	3606750	1064336	0	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2231	9905	14840	3085.16	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2232	10220	15330	3085.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2233	13825	20720	5215.6	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	14455	21700	5290.74	0	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2235	18095	27160	10731.76	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2291	32060	48090	598689	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0
2301	12040	18060	3394.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2302	12530	18795	3549.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	21560	21560	4557.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	8120	19180	4676.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	10675	19530	8101.86	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	1349600	2024400	120383.12	0	70105	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2307	2562000	3843000	1108536	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2311	7840	18760	4724.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2312	8400	19600	4088.6	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2313	10290	18935	6194.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2314	11480	20720	9025.84	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2315	7420	14665	14450.16	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2401	9100	27650	31010	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2402	9590	21385	30098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2403	10220	15330	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2404	10640	15960	31000	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2411	10500	19250	31098	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2412	8925	20370	31246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2413	12110	14700	31664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
2414	13370	16555	68983	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
2415	13370	16555	68983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431	23100	34650	115839.36	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2432	23590	35385	116396.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2433	38220	57330	147610.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2434	13370	16555	39183.6	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
2451	24080	36155	48213.36	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2452	24605	36890	49300.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2453	40740	61110	50361.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2454	41580	62370	102924.12	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
2491	29	470	89400	2492	0	40	256	40	257	0	0	0	0	0	0	20	0	0	15	30
2492	103	1559	913	0	0	40	256	40	257	0	0	0	0	0	0	20	0	0	20	30
2493	16380000	24570000	7128000	0	0	40	256	40	257	0	0	0	0	0	0	20	20	0	30	0
2494	218400	327600	89400	2495	0	40	256	40	257	0	0	0	0	0	0	20	0	0	15	30
2495	831600	1247400	913200	0	0	40	256	40	257	0	0	0	0	0	0	20	0	0	20	30
2501	16730	25095	3266.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2502	41160	61740	3960.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2503	41580	62370	4004.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2504	77490	116235	6744.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2505	78260	117425	6815.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2506	126280	189420	13772.72	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2507	127540	191310	13914.16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2508	16730	25095	3266.38	2541	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20
2509	41160	61740	3960.32	2542	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20
2510	41580	62370	4004.52	2543	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2511	77490	116235	6744.92	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2512	78260	117425	6815.64	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2513	126280	189420	13772.72	2546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2514	128800	193200	14055.6	2547	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20
2541	16730	25095	3266.38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20
2542	41160	61740	3960.32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20
2543	41580	62370	4004.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20
2544	77490	116235	6744.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2545	78260	117425	6815.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2546	126280	189420	13772.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2547	128800	193200	14055.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2591	599200	898800	144622.4	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2592	599200	898800	144622.4	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2593	599200	898800	144622.4	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2594	599200	898800	144622.4	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2595	0	0	144622.4	0	0	20	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2596	0	0	144622.4	0	0	20	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2597	1068200	1602300	1474512	0	0	20	257	25	258	0	0	0	0	0	0	10	10	10	10	0
2598	70	350	1474512	0	0	10	257	20	259	0	0	0	0	0	0	15	15	15	15	0
2600	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2601	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2602	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2603	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2604	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2605	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2606	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2607	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2608	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2609	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2611	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2612	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2613	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2614	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2615	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2616	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2617	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2618	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2619	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2620	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2621	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2622	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2624	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2625	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2627	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2628	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2629	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2630	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2632	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2634	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2635	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2636	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2637	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2638	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2639	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2640	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2642	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2643	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2644	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2645	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2646	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2647	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2655	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2656	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2657	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2658	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2659	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2660	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2661	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2662	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2663	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2665	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2666	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2669	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2670	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2671	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2672	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2673	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2674	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2675	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2676	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2677	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2678	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2679	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2680	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2681	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2682	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2684	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2685	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2686	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2687	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2688	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2689	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2690	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2691	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2692	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2701	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2702	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2703	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2704	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2705	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2706	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2707	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2708	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2709	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2710	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2711	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2712	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2713	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2714	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2715	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2716	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2717	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2718	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2719	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2720	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2721	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2722	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2723	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2724	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2725	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2726	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2727	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2728	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2729	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2730	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2731	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2732	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2733	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2734	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2735	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2736	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2737	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2750	0	0	1	0	0	30	256	30	257	30	258	0	0	0	0	0	0	0	0	0
2751	0	0	1	0	0	30	256	30	257	30	258	0	0	0	0	0	0	0	0	0
2752	0	0	1	0	0	30	256	30	257	30	258	0	0	0	0	0	0	0	0	0
2760	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2761	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2762	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2770	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2771	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2772	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2780	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2781	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2782	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2790	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2791	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2792	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2800	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2801	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2802	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2810	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2811	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2812	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2820	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2821	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2822	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2830	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2831	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2832	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2840	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2841	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2842	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2850	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2851	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2852	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2860	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2861	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2862	0	0	1	0	0	1	256	1	257	1	258	0	0	0	0	0	0	0	0	0
2900	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2901	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2902	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2903	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2904	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2905	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2906	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2907	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2908	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001	6440	9660	26555.94	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3002	12985	39460	25476.58	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3003	43090	30635	23613.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3004	39810	29715	24265.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3005	56635	39970	29595.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3090	6888	10332	7293758.4	0	70106	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40
3091	12600	18900	15078233	0	70106	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
3101	6580	9905	25728.32	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
